Make,Year,Condition,Mileage,Price
Cadillac,2023,Certified,17205,36989
Ford,2024,New,3,64995
Ford,2022,Used,21161,74995
Toyota,2022,Used,29723,25273
Maserati,2023,New,50,88100
Nissan,2024,New,6,22197
Chrysler,2022,Used,65578,24459
Nissan,2024,New,11,27972
Chevrolet,2022,Used,82623,40994
Cadillac,2019,Used,59219,23550
Acura,2024,New,32,59000
Honda,2024,New,,43160
Dodge,2024,New,20,35832
Jeep,2024,New,12,54077
INFINITI,2024,New,11,64997
Porsche,2023,Used,11815,102991
Nissan,2024,New,2,30684
Cadillac,2024,New,5,120865
Lexus,2016,Used,37495,29488
Chevrolet,2024,New,1,24920
Subaru,2024,New,9,36267
Chevrolet,2024,New,50,34120
Kia,2024,New,11,72315
INFINITI,2008,Used,124347,8990
Ford,2024,New,2,62130
Jeep,2023,New,13,59256
Audi,2019,Used,58557,23990
Chevrolet,2021,Used,47456,21998
Volkswagen,2021,Used,25410,25995
Audi,2023,Certified,8016,43980
Dodge,2018,Used,102061,20929
Chrysler,2024,New,0,40693
Jeep,2024,New,12,64745
Cadillac,2023,Certified,29119,82370
Lincoln,2017,Used,30777,23590
Nissan,2024,New,3,28256
Ford,2022,Used,5622,54975
Chrysler,2022,Used,48838,24777
Audi,2021,Used,18163,27844
Chevrolet,2018,Used,112099,15995
BMW,2024,New,7,61150
Jeep,2024,New,0,53835
Toyota,2024,New,5,47556
Land,2017,Used,59224,21950
Nissan,2024,New,2,28715
BMW,2015,Used,76351,22995
Tesla,2018,Used,32119,35372
RAM,2023,Used,10355,76950
Cadillac,2020,Used,29360,45400
Lexus,2008,Used,153969,10425
Kia,2019,Used,85826,16580
BMW,2024,Used,1001,51999
Cadillac,2024,New,3,117430
Honda,2024,New,10,44975
Ford,2019,Used,79805,16900
Volvo,2018,Used,82454,20950
Ford,2023,New,41,50990
Ford,2018,Used,104697,17896
Hyundai,2024,New,5,54251
BMW,2013,Used,59524,16900
Honda,2007,Used,223052,4945
MINI,2006,Used,73415,7500
Ferrari,2005,Used,27260,89999
Tesla,2012,Used,75841,23995
Lamborghini,2020,Used,18120,269841
Ford,2023,New,5,55488
Nissan,2024,New,0,29665
Chevrolet,2024,New,1,29185
Honda,2015,Used,125202,14950
BMW,2020,Used,8759,59500
Buick,2016,Used,75690,17985
Cadillac,2024,Certified,10338,39450
Honda,2024,New,2,42705
Tesla,2020,Used,17720,39998
Mercedes-Benz,2013,Used,68550,18995
Tesla,2022,Used,33908,26541
BMW,2024,New,10,54545
Lexus,2015,Used,85749,19995
Kia,2024,New,1,48815
Chevrolet,2024,New,2,32800
Audi,2021,Certified,9372,29444
Chevrolet,2024,New,5,25486
Mercedes-Benz,2024,New,12,63235
Rolls-Royce,2017,Used,28986,259800
Nissan,2021,Used,24477,22424
Tesla,2017,Used,75441,27995
Ford,1995,Used,177166,5975
Nissan,2024,New,5,34436
Audi,2024,New,10,81780
INFINITI,2009,Used,96658,10980
Volvo,2024,New,0,55725
Honda,2019,Used,49283,18521
Chevrolet,2022,Used,6950,23850
Ford,2024,New,8,51670
Subaru,2020,Certified,38838,25444
Nissan,2024,New,1,32145
Kia,2024,New,11,33000
Honda,2024,New,5,30195
Nissan,2024,New,1,30765
Genesis,2023,Certified,1746,47498
Jeep,2021,Used,23747,31896
Subaru,2024,New,4,33450
Volkswagen,2024,New,10,28429
Ford,2020,Used,22988,21998
Rivian,2023,Used,5725,77472
BMW,2022,Certified,18148,39999
Mercedes-Benz,2019,Used,32450,78900
Chevrolet,2024,New,3,35654
Jeep,2022,New,10,59995
Volvo,2024,New,0,58400
Kia,2024,New,11,30173
Jeep,2010,Used,100408,7500
Kia,2019,Used,26506,16591
GMC,2017,Used,70842,18908
GMC,2021,Certified,28365,25975
Scion,2014,Used,49051,12200
Subaru,2024,New,50,41577
Subaru,2024,New,5,36816
Chevrolet,2024,New,7,54595
Mercedes-Benz,2016,Used,61546,74500
Mazda,1993,Used,19734,84800
Hyundai,2024,New,5,32928
Buick,2011,Used,75383,10000
Nissan,2024,New,3,25497
INFINITI,2010,Used,115947,10790
Ford,2016,Certified,61889,24708
Ford,2024,New,10,57775
Jaguar,1993,Used,116592,10850
Cadillac,2024,New,20,81280
Porsche,2021,Used,16978,96800
BMW,2024,New,5,53595
Ford,2023,New,4,68085
Jeep,2024,New,,51884
RAM,2024,New,,67097
Honda,2024,New,10,49195
Ford,2024,New,2,44817
Chrysler,2022,Used,34210,29993
RAM,2024,New,10,62496
Jeep,2023,Used,12477,50999
Jeep,2024,New,19,48525
Ford,2015,Used,27307,17998
Porsche,2024,Certified,2793,69999
Ford,2024,New,11,52510
RAM,2020,Used,40688,36880
Jeep,2024,New,10,28242
Mercedes-Benz,2024,New,6,110500
RAM,2024,New,6,88612
Mercedes-Benz,2021,Certified,39565,29606
Audi,2013,Used,135274,8542
Lexus,2018,Used,49232,24400
Porsche,2019,Used,36961,52800
Honda,2025,New,6,50950
Nissan,2023,New,5,57040
Dodge,2021,Used,33413,30400
Chevrolet,2024,Certified,5263,32988
Ford,2024,New,10,84220
BMW,2017,Used,71099,38995
Volkswagen,1984,Used,133504,11950
Nissan,2022,Used,16168,25885
Cadillac,2024,New,13,70885
Jeep,2024,New,,118599
Toyota,2009,Used,146767,6995
Ford,2023,New,231,32151
Audi,2018,Used,46122,44991
Mercedes-Benz,2016,Used,52970,24991
Alfa,2024,New,19,49685
Cadillac,2023,Used,9232,45315
Ford,2024,New,5,39703
Subaru,2024,New,3,39757
Honda,2018,Used,103231,15695
Chevrolet,2023,Used,14729,22979
Lexus,2020,Used,75453,39988
Ford,2020,Used,66969,19990
Chevrolet,2020,Certified,31489,20688
Volkswagen,2015,Used,204989,7349
Kia,2024,New,10,48246
Honda,2018,Used,90009,16999
INFINITI,2024,New,8,66795
Hyundai,2019,Used,56728,19595
Dodge,2018,Used,39794,26998
Dodge,2024,New,0,65055
Jeep,2020,Used,35709,38972
Aston,2012,Used,26178,59999
Cadillac,2021,Used,33553,78000
Cadillac,2023,Used,9526,109800
Volkswagen,2024,New,10,35030
RAM,2024,New,11,67367
Subaru,2024,New,6,35187
Honda,2017,Used,142422,16899
Lincoln,2023,New,2107,90023
Nissan,2021,Used,15346,27494
GMC,2023,Certified,17173,31749
Lexus,2024,New,0,48735
Volvo,2007,Used,94998,6499
INFINITI,2024,New,4,79815
Mercedes-Benz,2024,New,5,58239
Subaru,2024,New,7,35521
Tesla,2021,Used,60635,31777
Mazda,2024,New,17,27610
Jeep,2024,New,10,52112
Subaru,2024,New,1,32780
Chevrolet,2020,Used,23211,13900
Tesla,2021,Used,84844,27995
Cadillac,2024,New,4,68905
Jeep,2024,New,8,31815
Jeep,2024,New,10,56021
Nissan,2022,Used,44503,18822
Lincoln,2021,Used,52994,43901
Chevrolet,2019,Used,36622,49991
Lincoln,2021,Used,59705,39980
Lincoln,2024,New,6,105065
Mercedes-Benz,2023,New,5,53180
Cadillac,2005,Used,46416,8995
Jeep,2022,Used,12845,26999
Chevrolet,2020,Used,77888,27995
Ford,2023,New,42,72385
Nissan,2024,New,2,40325
Mercedes-Benz,2024,New,12,160780
Tesla,2017,Used,118511,17995
BMW,2024,New,18,53295
Lexus,2008,Used,104194,9900
Cadillac,2016,Used,80685,16555
Jeep,2022,Used,16000,31823
Volkswagen,2024,New,8,32601
Mercedes-Benz,2024,New,5,85157
Mercedes-Benz,2023,New,12,65625
Audi,2023,Certified,13125,61392
Ford,2012,Used,59443,19495
Cadillac,2022,Used,41146,31999
Ford,2024,New,9,60500
Ford,2021,Used,50158,19000
Audi,2008,Used,46528,23985
Honda,2021,Used,59806,24699
Mercedes-Benz,2001,Used,84178,12800
Toyota,2008,Used,133000,3995
Subaru,2024,New,5,39865
Jeep,2024,New,9,53713
Ford,2021,Used,24638,20995
Jeep,2017,Used,89648,12572
Hyundai,2018,Used,37186,17998
Toyota,2023,Used,17772,34795
Ford,2019,Certified,111731,12358
Nissan,2021,Used,32940,25599
Jeep,2024,New,11,61180
Nissan,2024,New,0,25225
Jeep,2024,New,,38176
Tesla,2020,Used,45311,29960
Bentley,2021,Used,9811,178800
Chevrolet,2020,Used,63077,18900
Land,2018,Used,39912,49995
Toyota,2008,Used,93892,14750
Chevrolet,2024,New,2,45709
Jeep,2024,New,12,54670
Jeep,2014,Used,121452,8277
Honda,2013,Used,139016,11795
Mercedes-Benz,2023,Certified,5287,68994
Nissan,2024,New,10,27910
BMW,2016,Used,110762,13985
Buick,2019,Used,39806,19998
Maserati,2019,Used,27929,40989
Ford,2023,New,3,70925
Audi,2024,New,28,106130
Nissan,2018,Used,54758,19695
Hyundai,2021,Used,41158,23886
Chevrolet,2022,Used,39047,21374
Chevrolet,2021,Certified,15549,20871
Ford,2020,Used,28809,19998
Mercedes-Benz,2020,Certified,18209,68999
Honda,2013,Used,149888,8013
Chevrolet,2022,Certified,54088,36986
Nissan,2023,Used,25857,22998
Jeep,2024,New,12,46257
Ford,2024,New,3,52835
BMW,2011,Used,107343,18980
INFINITI,2024,New,10,84610
Ford,2024,New,,62410
Jeep,2015,Used,40802,26999
GMC,2019,Used,75630,42175
Mercedes-Benz,2024,New,15,70189
BMW,2016,Used,118766,13491
Jeep,2024,New,10,32992
Jeep,2019,Used,32764,21995
Lexus,2004,Used,95135,10995
Chevrolet,2024,New,42,47095
Volkswagen,2023,Used,3700,26998
Honda,2018,Used,79096,18985
Volkswagen,2012,Used,107400,12975
Chrysler,2023,New,,40999
BMW,2024,New,,69045
BMW,2013,Used,78670,24995
BMW,2024,New,8,69185
Ford,2011,Used,115511,7995
Subaru,2024,New,4,32243
Jeep,2024,New,0,53885
Toyota,2024,New,5,51569
Toyota,2011,Used,123732,18985
Subaru,2024,New,6,37860
Chevrolet,2024,New,7,26965
Chevrolet,2021,Used,20334,21999
Nissan,2017,Used,104815,12999
Chevrolet,2020,Used,42928,17991
Porsche,2023,Used,498,249895
Chevrolet,2024,New,2,27680
Ford,2024,New,3,33224
BMW,2020,Used,39420,27697
Toyota,2022,Used,13359,30999
Buick,2020,Certified,42030,32445
Jeep,2024,New,8,63709
Kia,2024,New,12,45813
Chrysler,2023,New,,40999
Lexus,2019,Used,47511,38495
Nissan,2024,New,6,32797
Audi,2023,Certified,4898,53980
Jeep,2024,New,11,70715
RAM,2024,New,11,64750
Ford,2024,New,4,61925
Volkswagen,2023,New,5,23801
Chevrolet,2024,New,8,29012
Cadillac,2023,Used,21343,105800
Hyundai,2024,New,0,52250
Honda,2012,Used,111938,11488
Subaru,2024,New,5,35837
RAM,2020,Used,50264,27995
Ford,2022,Used,19859,24722
Porsche,2015,Used,54547,24555
BMW,2020,Used,59917,41800
Rolls-Royce,2016,Certified,18837,178800
Ford,2024,New,,56890
Genesis,2022,Used,21368,36379
Subaru,2024,New,6,35187
BMW,2008,Used,40163,31308
Mercedes-Benz,2024,New,7,110335
BMW,2021,Used,41867,40372
Lexus,2024,New,,68180
Aston,2017,Certified,7248,118000
Chevrolet,2024,New,7,32660
Jeep,2024,New,10,25843
Ferrari,1999,Used,44055,132800
Volvo,2024,New,0,55725
Volvo,2016,Used,60878,18491
Honda,2025,New,5,51880
Ford,2013,Used,161173,7995
Chevrolet,2024,New,2,28296
Nissan,2022,Used,15131,22980
RAM,2021,Used,2108,41300
Ford,2024,New,3,44602
Lincoln,2020,Certified,16927,29995
Jeep,2024,New,15,46295
Ford,2023,New,0,92335
Hyundai,2020,Used,26561,24998
Volvo,2011,Used,65502,12995
Chrysler,2024,New,33,42422
INFINITI,2023,Certified,11890,44076
MINI,2010,Used,111226,8985
Toyota,1994,Used,48743,144900
GMC,2013,Used,134128,7900
Jeep,2018,Used,124006,24850
Subaru,2018,Used,38907,19592
Kia,2024,New,11,37326
BMW,2019,Used,83708,34788
Nissan,2024,New,6,35761
Ferrari,2023,Certified,270,269999
Volkswagen,2024,New,7,34464
MINI,2012,Used,62120,13990
Ford,2024,New,4,40970
INFINITI,2024,New,5,72205
Subaru,2024,New,6,38972
Audi,2020,Used,16890,38995
Scion,2016,Used,35607,16977
BMW,2013,Used,98438,18950
Ford,2020,Used,112417,27995
Jeep,2024,New,0,52098
Subaru,2024,New,4,36280
Oldsmobile,1983,Used,88574,11995
Subaru,2024,New,1,31333
Toyota,2024,New,0,81623
Ford,2024,New,17,42025
Ford,2024,New,10,42790
Jeep,2024,New,18,54314
Acura,2021,Used,28231,32242
Acura,2018,Used,58026,26998
Mercedes-Benz,2023,Used,4409,49999
Audi,2019,Used,97120,22500
Toyota,2022,Used,30064,44998
Ford,2024,New,0,58915
Tesla,2017,Used,44877,28995
Volkswagen,2023,Used,997,22344
Volvo,2024,New,0,51125
Ford,2004,Used,119162,6000
INFINITI,2018,Used,70557,23449
Chevrolet,2023,Used,2387,56750
Chevrolet,2024,New,5,49195
GMC,2012,Used,203257,9499
BMW,2000,Used,39243,25800
Honda,2019,Used,62489,20500
Jeep,2024,New,11,27186
Jeep,2024,New,10,44170
RAM,2021,Used,51739,42895
Volvo,2024,New,5,63855
Jeep,2022,Used,18687,24988
BMW,2022,Certified,26918,49900
Honda,2024,New,,52220
Subaru,2024,New,6,33196
RAM,2024,New,19,61165
Chrysler,2024,New,1279,41345
Ford,2023,Used,7333,46125
Cadillac,2020,Used,45488,34995
MINI,2012,Used,81047,9990
Jeep,2024,New,11,43275
Ford,2018,Used,90181,26995
Kia,2016,Used,89477,16495
Jeep,2024,New,12,51635
Chevrolet,2021,Certified,31661,28988
BMW,2024,New,7,90395
Ford,2023,New,17,82857
Kia,2024,New,15,19998
Lexus,2017,Used,103707,21498
BMW,2013,Used,160000,8900
Nissan,2024,New,2,29645
Land,2021,Used,26819,55497
Subaru,2024,New,7,33068
Nissan,2024,New,4,22597
Buick,2021,Used,23003,25390
Nissan,2018,Used,67821,16500
Jeep,2024,New,10,31815
Honda,2024,New,5,51345
Jeep,2024,New,11,27450
Lexus,2002,Used,122839,6690
Cadillac,2021,Used,28779,38500
Lexus,2024,New,,73075
Jeep,2017,Used,68410,15895
Jaguar,2004,Used,136000,8800
Ford,2012,Used,196401,21990
Jaguar,2005,Used,133200,6800
Volkswagen,2024,New,6,33170
Hyundai,2024,New,10,38650
Tesla,2020,Used,27597,27550
Buick,2016,Used,111826,15900
Mercedes-Benz,2024,New,10,50390
Ford,2023,New,,56888
Acura,2021,Certified,21165,36326
Kia,2022,Used,24559,24991
Dodge,2005,Used,69638,30995
Mercedes-Benz,2024,New,5,59550
Ford,2007,Used,122779,9499
GMC,2021,Certified,24011,24899
Audi,2024,New,5,118955
Ford,2024,New,,59375
Tesla,2018,Used,40836,40900
Buick,2016,Used,82639,11543
Nissan,2024,New,10,34635
Ford,2024,New,0,44370
Tesla,2019,Used,33922,21995
Volvo,2024,New,0,67530
GMC,2021,Used,26690,33778
Mercedes-Benz,2003,Used,48644,15995
Lexus,2016,Used,33400,26988
Jeep,2024,New,10,52848
Nissan,2023,Used,5220,25499
Cadillac,2021,Used,39425,79210
Honda,2024,New,1,37965
Ford,2022,Used,113087,31950
Chevrolet,2024,New,3,21890
Lexus,2024,New,0,67655
Jeep,2020,Certified,24236,32970
Kia,2024,New,4,25804
Ford,2024,New,4017,48575
Mitsubishi,2008,Used,61918,9995
Hummer,2010,Used,152816,11995
Audi,2013,Used,89306,15377
Nissan,2018,Used,109846,19500
Volvo,2024,New,18,55190
Buick,2018,Used,37997,19998
Subaru,2024,New,5,36910
BMW,2021,Used,17786,37989
RAM,2024,New,10,61539
Lincoln,2023,New,1120,94444
Tesla,2019,Used,19430,47411
Toyota,2010,Used,160961,8391
Cadillac,2021,Used,17246,81482
Ford,2022,Used,16209,22998
Mercedes-Benz,2024,New,11,124965
Volkswagen,2012,Used,73790,16900
Ford,2023,New,10,47155
Cadillac,2020,Used,78211,46995
Cadillac,2020,Used,74425,22530
Nissan,2023,Certified,28034,35000
Toyota,2024,New,0,54724
BMW,2023,Certified,15024,47995
Jaguar,2006,Used,92093,12800
Honda,2024,New,8,43606
Cadillac,2022,Used,49595,34988
Audi,2024,New,5,91785
GMC,2018,Used,89625,31500
Ford,2024,New,0,40490
Genesis,2024,New,20,101605
Subaru,2024,New,5,33408
BMW,2014,Used,82603,20985
Lexus,2019,Used,32013,31998
Jeep,2021,Used,37913,27100
Lexus,2021,Used,26896,34995
GMC,2006,Used,134206,5993
Ford,2019,Used,9515,35995
Jeep,2023,New,55,56423
Cadillac,2024,Used,3689,57985
Ford,2021,Used,67684,26500
Chevrolet,2014,Used,132578,12995
Mercedes-Benz,2023,New,1,54961
Honda,2019,Used,28106,25600
Mercedes-Benz,2024,Certified,4529,69498
BMW,2018,Used,41079,34500
Chevrolet,2024,Used,483,63999
Lexus,2005,Used,68820,17500
BMW,2006,Used,21184,31985
Jeep,2024,New,5,52366
Nissan,2024,New,2,49730
Honda,2024,New,5,41705
Chevrolet,2021,Certified,42448,47952
Ford,2019,Used,74683,12464
Acura,2021,Used,28231,32500
Maserati,2024,New,21,90080
Chrysler,2023,New,14,38822
Ferrari,2016,Certified,16065,239900
Ford,2017,Used,164924,19950
Audi,2024,New,9,50605
Dodge,2016,Used,84064,11999
Buick,2020,Used,20414,26998
Volkswagen,2024,New,5,55341
Chevrolet,2024,New,10,27475
Nissan,2024,New,0,47765
Kia,2023,New,13346,36535
Ford,2024,New,3,66985
Jeep,2024,New,,60716
Ford,2023,New,0,51250
Alfa,2024,New,77,49450
Mercedes-Benz,2024,New,20,81906
Lincoln,2015,Used,69677,16995
Ford,2012,Used,118037,7990
Nissan,2024,New,10,23505
Nissan,2017,Used,104618,14291
RAM,2015,Used,74312,21995
Cadillac,2021,Used,29367,33777
Porsche,2020,Certified,41876,59991
Dodge,2023,Used,15406,36000
Cadillac,2016,Used,5103,47800
Volkswagen,2022,Used,27097,19979
Nissan,2014,Used,17860,92800
Kia,2024,New,9,48075
Jeep,2024,New,0,43030
Chevrolet,2024,New,4,51695
Subaru,2024,New,5,35458
Nissan,2023,Used,12941,32298
Jeep,2024,New,11,42580
Chevrolet,2013,Used,97766,9894
Chevrolet,2021,Used,48206,18500
Nissan,2020,Used,60801,16976
Nissan,2024,New,10,34615
RAM,2024,New,,56150
Ford,2018,Used,91090,14988
Chevrolet,2021,Used,71495,39789
Alfa,2024,New,50,51210
Rivian,2022,Used,18725,71972
BMW,2024,New,6,189545
Nissan,2024,New,16,24997
Nissan,2019,Used,55751,21998
Toyota,2024,New,5,56077
Chevrolet,2024,New,3,34190
INFINITI,2019,Used,51508,27990
Toyota,2024,New,0,63808
Chevrolet,2016,Used,1309,78800
Honda,2024,New,5,37965
Mercedes-Benz,2024,New,5,67953
RAM,2024,New,5,50209
Lincoln,2022,Certified,12070,32128
Genesis,2023,New,15,41237
Lexus,2002,Used,79075,20999
Dodge,2014,Used,129494,14603
Jeep,2024,New,10,40425
Chrysler,2022,Used,18772,38619
Mercedes-Benz,2024,New,5,58395
Mercedes-Benz,2024,New,7,68879
Chevrolet,2024,New,10,47095
BMW,2024,New,10,69170
Volkswagen,2012,Used,90500,12395
Mitsubishi,2024,New,2,46885
Ford,2020,Used,50770,28995
Honda,2025,New,3,56405
Mazda,2022,Used,4149,25495
Ford,2024,New,10,89345
Chevrolet,2013,Used,88820,10500
Buick,2020,Used,30454,24989
Dodge,2017,Used,81520,27942
BMW,2020,Used,65946,24500
Nissan,2024,New,2,36370
Nissan,2022,Used,18286,24989
Chrysler,2019,Used,105750,18498
Mazda,2021,Used,33222,19995
Kia,2019,Used,31378,20300
Cadillac,2021,Used,35832,33495
Dodge,2018,Used,143720,10995
Buick,2019,Used,30996,17500
Subaru,2024,New,5,31216
Subaru,2024,New,2,30794
Lexus,2024,New,,115060
Chevrolet,2024,New,3,26027
Ford,2013,Used,111950,11995
Cadillac,2024,New,2,84072
Chevrolet,2024,New,4,27080
Honda,2018,Used,77431,21474
Kia,2024,New,11,45990
Nissan,2024,New,2,40325
Jeep,2021,Used,20241,35500
Jeep,2024,New,5,37419
Jeep,2014,Used,102768,19395
Chrysler,2005,Used,18116,18888
Toyota,2024,New,8,47885
Honda,2024,New,10,41205
Buick,2024,New,15,26355
Jeep,2024,New,20,73005
Honda,2019,Used,45341,24998
Tesla,2020,Used,67989,23977
Ford,2014,Used,58252,24995
Toyota,1998,Used,87024,18990
Chevrolet,2024,New,3,26980
Ford,2023,New,10,51376
Buick,2010,Used,83964,8999
Chevrolet,2024,New,8,44995
Mercedes-Benz,2024,New,28,65724
Scion,2016,Used,62035,10885
RAM,2024,New,11,51740
Kia,2019,Used,105248,9995
INFINITI,2012,Used,89659,15975
INFINITI,2021,Used,56250,39972
Ford,2023,New,,63285
Jeep,2024,New,8,32335
Cadillac,2024,New,6,60585
Audi,2014,Used,102768,14399
Ford,2023,Used,1186,49700
Jeep,2024,New,10,32584
Jeep,2024,New,0,57330
INFINITI,2014,Used,71956,19499
Jeep,2024,New,10,62650
Subaru,2024,New,0,37304
Nissan,2024,New,7,26766
Land,2018,Used,68204,32982
Chevrolet,2023,Certified,11120,44989
Cadillac,2024,New,3,68590
RAM,2022,Used,39758,45777
Audi,2020,Used,6778,41495
Subaru,2015,Used,61528,14500
Nissan,2024,New,3,39035
Nissan,2024,New,10,33135
Lexus,2018,Used,10147,69855
Subaru,2024,New,9,36302
BMW,2023,Used,33811,38900
Volkswagen,2024,New,6,32803
Subaru,2024,New,5,34496
Nissan,2023,Used,10096,31552
Ford,2017,Used,46220,22985
Nissan,2021,Used,56016,21245
Subaru,2024,New,5,29668
Mercedes-Benz,2024,New,8,71381
Nissan,2024,New,0,33367
Lexus,2024,New,0,54612
Dodge,2021,Certified,19125,41320
Ford,2020,Used,64222,20081
Audi,2024,New,13,62305
Acura,2002,Used,73000,9500
Dodge,2019,Used,48614,31896
Lexus,2024,New,0,82004
Jeep,2024,New,0,29840
BMW,2020,Used,45273,47249
Jeep,2024,New,9,46095
Jeep,2024,New,5,57987
Nissan,2024,New,10,33395
BMW,2013,Used,63400,24995
Jeep,2024,New,0,48545
Mercedes-Benz,2024,New,38,81743
Chevrolet,2015,Used,67451,12995
Lexus,2019,Used,41541,39995
Jeep,2020,Used,33146,19500
Volkswagen,2023,Used,9429,25898
RAM,2024,New,,55945
Jeep,2017,Used,81987,23458
Jeep,2021,Used,34590,26000
Kia,2017,Used,130705,10495
Lexus,2023,Used,9764,61995
Chevrolet,2024,New,2,48107
Lexus,2024,New,0,67805
Audi,2014,Used,79177,19888
Jeep,2024,New,10,28811
Subaru,2023,New,6,36858
Cadillac,2005,Used,23062,15995
Honda,2024,New,7,52195
Toyota,2024,New,8,50760
Subaru,2024,New,4,35186
Honda,2024,New,8,43953
Hyundai,2024,New,1,41840
Chevrolet,2020,Used,15884,19991
Kia,2024,New,7,31835
Dodge,2017,Used,100264,17900
Subaru,2020,Used,27861,35995
Mazda,2021,Used,49574,19912
Jeep,2024,New,10,36908
MINI,2008,Used,82051,10990
Mercedes-Benz,2013,Used,105304,39896
Jeep,2024,New,0,26590
Toyota,2018,Used,35344,18989
Jeep,2024,New,,52562
Volkswagen,2023,New,7,51571
RAM,2021,Used,57162,31901
Nissan,2024,New,10,23505
Cadillac,2020,Used,62847,42032
Land,2016,Used,78837,34995
Lexus,2022,Used,23249,47760
Ford,2021,Used,70459,20551
Jeep,2017,Used,63634,18500
Porsche,2000,Used,72000,15500
Nissan,2020,Used,36386,20997
Tesla,2017,Used,80113,28500
Audi,2016,Used,43304,49800
Genesis,2021,Used,44580,31401
Tesla,2017,Used,61481,35489
Jeep,2024,New,0,50910
BMW,2015,Used,96190,48998
MINI,2024,New,7,36245
Nissan,2020,Used,52329,23972
Kia,2023,Used,25455,17977
Hyundai,2024,New,8,34405
Audi,2023,Certified,9906,34944
Honda,2025,New,7,55675
Nissan,2024,New,5,25697
Ford,2016,Used,109982,10945
Acura,2013,Used,153077,10301
Acura,2021,Used,17595,33585
Jeep,2024,New,,40988
Chevrolet,2024,New,5,27999
Nissan,2024,New,2,36370
Ford,2022,Used,36401,24995
Ford,2019,Used,46810,19998
Mercedes-Benz,2019,Certified,25220,43594
Chevrolet,2021,Used,26807,20568
Cadillac,2024,New,2,83117
Ford,2023,New,2,51730
Toyota,2024,New,0,64838
Volkswagen,2024,New,10,31087
Porsche,2021,Certified,29050,56991
Volvo,2024,Used,4346,72497
Subaru,2024,New,4,38223
Subaru,2024,New,2751,35403
BMW,2020,Used,21017,52592
Lamborghini,2022,Used,25884,239800
Nissan,2024,New,0,30822
Nissan,2018,Used,37777,21588
Jeep,2024,New,10,29515
Alfa,2024,New,20,49685
Mercedes-Benz,2020,Used,99582,34980
Mercedes-Benz,2017,Used,46469,36999
Volkswagen,2023,Used,6318,24998
Toyota,2024,New,0,66025
Jeep,2024,New,50,45507
Honda,2012,Used,114774,11981
Chrysler,2024,New,10,50740
GMC,2022,Used,21056,33977
Ford,2023,New,0,61000
Nissan,2023,New,5,36926
Lotus,2005,Used,19127,59800
Maserati,2022,New,9366,71990
Jeep,2024,New,11,25888
Honda,2017,Used,99877,19797
Honda,2015,Used,79346,18998
Hyundai,2024,New,5,32928
Subaru,2024,New,5,38223
Toyota,2024,New,4,67134
Rolls-Royce,2019,Certified,3910,268800
BMW,2018,Used,76140,38400
Volkswagen,2024,New,7,47501
Chevrolet,2023,Used,21447,21587
Jeep,2021,Certified,22565,21636
Jeep,2024,New,10,28811
Saab,2010,Used,100701,7914
Ford,2024,New,1426,39442
Honda,2024,New,4,44030
Dodge,2023,Used,39518,39999
Chevrolet,2019,Used,78318,12838
Kia,2024,New,10,22606
Buick,2021,Certified,12921,19990
Toyota,2024,New,3,70944
Nissan,2017,Used,92738,14000
Jeep,2024,New,0,75655
Cadillac,2016,Used,99713,26995
Kia,2024,New,4,25902
Chevrolet,2023,Used,42678,58266
Toyota,1995,Used,19984,165800
Alfa,2024,New,50,56704
Nissan,2023,New,0,31902
Jaguar,1992,Used,23913,28000
Chevrolet,2024,New,5217,28475
Chevrolet,2021,Used,10133,20998
Volkswagen,2024,New,10,32189
Toyota,2014,Used,132528,14434
Hyundai,2024,New,5,44220
Ford,2021,Used,50706,19998
Jeep,2023,New,12,41850
Jeep,2024,New,10,50109
INFINITI,2023,New,10,56812
Nissan,2018,Used,71672,16995
Chevrolet,2013,Used,18914,43500
Lexus,2021,Used,62655,66777
BMW,2021,Used,22515,45800
Audi,2014,Used,122690,8995
Chevrolet,2020,Certified,26307,71900
Ford,2023,Used,11470,24691
Nissan,2024,New,1,23395
Honda,2015,Used,119911,15888
Cadillac,2015,Used,94439,28950
Mercedes-Benz,2024,New,53,74983
Jeep,2021,Used,47861,25387
Jeep,2024,New,10,50410
Mercedes-Benz,2024,New,54,238805
Nissan,2024,New,0,31081
Acura,2021,Used,25094,29890
Mercedes-Benz,2001,Used,72164,16995
Mercedes-Benz,2024,Used,4309,56999
Tesla,2017,Used,39071,39990
Mercedes-Benz,2018,Used,65226,69995
Ford,2024,New,9,46000
Ford,2019,Used,13301,20896
Chevrolet,2011,Used,81827,24950
Chevrolet,2024,New,1,41250
BMW,2023,Used,6589,129981
Volvo,2024,New,0,71430
RAM,2024,New,5,74585
Ford,2023,New,4,48055
Subaru,2024,New,8,37024
Audi,2020,Used,29827,34236
Chrysler,2022,Used,66759,21786
Ford,2024,New,3,33390
Honda,2024,Used,2116,27665
Cadillac,2014,Used,95223,23500
Ford,2005,Used,175180,5600
Chevrolet,2021,Certified,19062,17900
Jeep,2020,Certified,52822,31990
Jeep,2024,New,0,49786
Lexus,2024,New,0,57175
Subaru,2024,New,5,33615
INFINITI,2020,Used,83928,21000
Jeep,2024,New,10,52020
Volvo,2024,New,5134,55651
Ford,2023,New,4,42206
Lincoln,2014,Used,130557,10549
Ford,2021,Used,45376,38495
Toyota,2014,Used,109838,10587
